Orthomosaic,Train/Test,Mapper,Source,Platform / Provider,Event,Date (mm/dd/yyy),Pre/Post Event,GSD (m/px),Gigapixels Counted,Area (mi^2),BDA: No Damage,BDA: Minor Damage,BDA: Major Damage,BDA: Destroyed,BDA: Un-classified,Total Buildings,ADJ Count
1002-Boca-Grande.1.geo.tif_1040010072528400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/30/2022,PRE,0.305175781,0.032801947,1.184123382,2251,0,0,0,13,2267,8
1002-Boca-Grande.1.geo.tif_104001007C700900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/1/2022,POST,0.305175781,0.032801951,1.183122164,707,0,2,0,9,719,10
1002-Boca-Grande.1.geo.tif_105001002A491900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,3/5/2022,PRE,0.305175781,0.032801651,1.183189378,538,144,18,6,10,718,5
1002-Boca-Grande.1.geo.tif_105001002D409800-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,7/15/2022,PRE,0.305175781,0.032801931,1.184274932,711,0,0,1,5,718,7
1002-Boca-Grande.2.geo.tif_10200100C0DA0700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,2/24/2022,PRE,0.305175781,0.000852266,0.030779297,9,0,0,0,3,12,4
1002-Boca-Grande.2.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.008202466,0.296079904,65,16,1,0,1,100,3
1002-Boca-Grande.2.geo.tif_1040010072528400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/30/2022,PRE,0.305175781,0.00806625,0.291142402,708,0,1,0,9,720,12
1002-Boca-Grande.2.geo.tif_104001007C700900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/1/2022,POST,0.305175781,0.008202561,0.29612097,98,0,0,0,2,100,4
1002-Boca-Grande.2.geo.tif_105001002A491900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,3/5/2022,PRE,0.305175781,0.008202561,0.296239976,77,17,1,0,2,100,2
1002-Boca-Grande.2.geo.tif_105001002D409800-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,7/15/2022,PRE,0.305175781,0.008202566,0.296252075,98,0,0,0,2,100,5
1002-Boca-Grande.2.geo.tif_105001002F19B300-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.004065908,0.146847081,99,0,0,0,1,100,4
1002-Boca-Grande.3.geo.tif_10200100C0DA0700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,2/24/2022,PRE,0.305175781,0.005348113,0.193153832,107,0,0,0,3,111,5
1002-Boca-Grande.3.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.009615915,0.346725009,120,31,1,2,4,158,21
1002-Boca-Grande.3.geo.tif_1040010072528400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/30/2022,PRE,0.305175781,0.0096158,0.347083437,33,7,0,0,1,42,3
1002-Boca-Grande.3.geo.tif_104001007C700900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/1/2022,POST,0.305175781,0.009615914,0.346899275,153,0,0,0,5,158,3
1002-Boca-Grande.3.geo.tif_105001002A491900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,3/5/2022,PRE,0.305175781,0.00961591,0.347256079,122,28,1,2,3,156,2
1002-Boca-Grande.3.geo.tif_105001002D409800-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,7/15/2022,PRE,0.305175781,0.009615908,0.347289993,150,0,0,0,5,157,3
1002-Boca-Grande.4.geo.tif_10200100C0DA0700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,2/24/2022,PRE,0.305175781,0.017866082,0.64527008,252,0,0,0,2,254,6
1002-Boca-Grande.4.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.017869386,0.645384139,199,42,9,1,2,254,5
1002-Boca-Grande.4.geo.tif_1040010072528400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/30/2022,PRE,0.305175781,0.017869386,0.644663409,151,0,0,0,6,158,5
1002-Boca-Grande.4.geo.tif_104001007C700900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/1/2022,POST,0.305175781,0.01786938,0.645309665,124,0,0,0,1,254,4
1002-Boca-Grande.4.geo.tif_105001002A491900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,3/5/2022,PRE,0.305175781,0.017868702,0.64413136,207,42,2,1,2,255,3
1002-Boca-Grande.4.geo.tif_105001002D409800-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,7/15/2022,PRE,0.305175781,0.017869373,0.645374099,247,0,0,0,1,254,5
1002-Boca-Grande.5.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.019732298,0.711828878,177,69,10,0,3,259,6
1002-Boca-Grande.5.geo.tif_1040010072528400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/30/2022,PRE,0.305175781,0.002835655,0.102389579,253,0,0,0,1,254,4
1002-Boca-Grande.5.geo.tif_104001007C700900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/1/2022,POST,0.305175781,0.019732298,0.712210779,49,0,0,0,3,52,12
1002-Boca-Grande.5.geo.tif_105001002A491900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,3/5/2022,PRE,0.305175781,0.019732105,0.711566707,189,56,8,0,5,259,5
1002-Boca-Grande.5.geo.tif_105001002D409800-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,7/15/2022,PRE,0.305175781,0.004969987,0.179499315,30,0,0,0,3,33,6
1002-Boca-Grande.5.geo.tif_105001002F19B300-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.019732301,0.712243573,257,0,0,0,2,259,7
1002-Boca-Grande.6.geo.tif_10200100C0DA0700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,2/24/2022,PRE,0.305175781,0.012698379,0.45861997,115,0,1,0,3,119,4
1002-Boca-Grande.6.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.012698284,0.458224553,97,17,0,0,4,118,2
1002-Boca-Grande.6.geo.tif_1040010072528400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/30/2022,PRE,0.305175781,0.012697821,0.457587291,185,62,9,0,3,259,6
1002-Boca-Grande.6.geo.tif_104001007C700900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/1/2022,POST,0.305175781,0.012698372,0.458622498,114,0,1,0,4,119,5
1002-Boca-Grande.6.geo.tif_105001002A491900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,3/5/2022,PRE,0.305175781,0.012698194,0.458174493,100,15,0,0,4,119,4
1002-Boca-Grande.6.geo.tif_105001002D409800-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,7/15/2022,PRE,0.305175781,0.012698373,0.45853661,114,0,1,0,4,119,4
1002-Ft-Myers-Beach-LCSO.geo.tif_10200100B0214600-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,4/29/2021,PRE,0.305175781,0.016904301,0.610580225,796,0,0,0,5,804,4
1002-Ft-Myers-Beach-LCSO.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.000100167,0.003618623,113,0,0,0,4,118,0
1002-Ft-Myers-Beach-LCSO.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.016904291,0.610212028,308,262,29,188,15,804,10
1002-Ft-Myers-Beach-LCSO.geo.tif_10300100DB06A700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.016903803,0.6102453,322,252,25,189,11,799,4
1002-Ft-Myers-Beach-LCSO.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.016904303,0.610677188,0,0,0,0,1,1,55
1002-Ft-Myers-Beach-TFD.geo.tif_10200100B0214600-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,4/29/2021,PRE,0.305175781,0.013350785,0.48215737,795,0,0,0,4,804,36
1002-Ft-Myers-Beach-TFD.geo.tif_10200100B5D89900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,8/17/2021,PRE,0.305175781,0.00353752,0.127797802,764,0,0,0,4,772,1
1002-Ft-Myers-Beach-TFD.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.01335079,0.482261883,331,246,40,147,7,771,13
1002-Ft-Myers-Beach-TFD.geo.tif_10300100DB06A700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.013350768,0.481891263,351,227,40,144,7,769,3
1002-Ft-Myers-Beach-TFD.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.013350537,0.48225343,195,0,0,0,11,206,29
1002-Kelly-Road.geo.tif_10200100B01E7400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,5/7/2021,PRE,0.305175781,0.005215474,0.188404539,166,0,0,0,9,175,2
1002-Kelly-Road.geo.tif_10200100B0214600-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,4/29/2021,PRE,0.305175781,0.005215474,0.188407067,170,0,0,0,5,175,2
1002-Kelly-Road.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.005215097,0.185659182,740,0,0,0,5,771,3
1002-Kelly-Road.geo.tif_10300100DB06A700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.005215457,0.187855106,147,17,4,1,4,173,4
1002-Kelly-Road.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.005215474,0.18797591,149,17,2,1,6,175,6
1002-Palm-Acers.1.geo.tif_10200100B01E7400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,5/7/2021,PRE,0.305175781,0.005613412,0.20277901,157,0,0,0,9,167,2
1002-Palm-Acers.1.geo.tif_10200100B0214600-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,4/29/2021,PRE,0.305175781,0.005613412,0.202780744,166,0,0,0,7,173,16
1002-Palm-Acers.1.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.001601733,0.057858756,24,12,2,0,5,43,2
1002-Palm-Acers.1.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.005612961,0.200841265,98,43,10,0,12,166,7
1002-Palm-Acers.1.geo.tif_10300100DB06A700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.005613254,0.202182406,120,26,7,0,14,168,9
1002-Palm-Acers.1.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.005613412,0.202784501,155,0,0,0,8,166,14
1002-Palm-Acers.2.geo.tif_10200100B01E7400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,5/7/2021,PRE,0.305175781,0.010730658,0.387578448,192,0,0,0,0,193,5
1002-Palm-Acers.2.geo.tif_10200100BC21AC00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,12/18/2021,PRE,0.305175781,0.010730658,0.387615115,164,27,1,0,1,193,3
1002-Palm-Acers.2.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.010730623,0.387428486,163,28,1,0,1,193,6
1002-Palm-Acers.2.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.010730074,0.386335394,154,0,0,0,5,165,9
1002-Palm-Acers.2.geo.tif_10300100DB064000-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.010730065,0.386990186,193,0,0,0,0,193,6
1002-Palm-Acers.2.geo.tif_10300100DB06A700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.010730653,0.387210945,165,26,1,0,1,193,7
1002-Palm-Acers.2.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.010730658,0.387639065,165,26,1,0,1,193,12
1002-Palm-Acers.3.geo.tif_10200100B01E7400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,5/7/2021,PRE,0.305175781,0.006223874,0.224769134,52,3,0,0,0,55,1
1002-Palm-Acers.3.geo.tif_10200100BC21AC00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,12/18/2021,PRE,0.305175781,0.006223874,0.224803561,52,2,1,0,0,55,2
1002-Palm-Acers.3.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.006223874,0.224639158,193,0,0,0,0,193,1
1002-Palm-Acers.3.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.006223437,0.22376606,55,0,0,0,0,55,2
1002-Palm-Acers.3.geo.tif_10300100DB06A700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.00622387,0.224398604,55,0,0,0,0,55,3
1002-Palm-Acers.3.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.006223874,0.224835026,52,2,1,0,0,55,5
1002-Palm-Acers.4.geo.tif_10200100B01E7400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,5/7/2021,PRE,0.305175781,0.009011372,0.325529289,651,0,0,0,31,696,1
1002-Palm-Acers.4.geo.tif_10200100B0214600-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,4/29/2021,PRE,0.305175781,0.009011372,0.32553059,55,0,0,0,0,55,7
1002-Palm-Acers.4.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.009009823,0.3242941,461,155,30,2,43,692,15
1002-Palm-Acers.4.geo.tif_10300100DB06A700-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.009010415,0.32428077,471,148,25,3,38,686,5
1002-Palm-Acers.4.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.009011372,0.32553655,640,0,0,0,39,695,38
1002-Sanibel-Causeway-North.geo.tif_10200100B01E7400-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,5/7/2021,PRE,0.305175781,0.00128935,0.046569836,669,2,0,0,17,688,1
1002-Sanibel-Causeway-North.geo.tif_10200100BC21AC00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,12/18/2021,PRE,0.305175781,0.00128935,0.046573629,8,0,0,0,3,11,1
1002-Sanibel-Causeway-North.geo.tif_10300100DA368900-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,9/30/2022,POST,0.305175781,0.00128935,0.046576664,6,1,0,1,3,11,1
1002-Sanibel-Causeway-North.geo.tif_10300100DA570A00-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.001289347,0.04657334,6,1,0,1,3,11,1
1002-Sanibel-Causeway-North.geo.tif_10300100DB064000-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,10/3/2022,POST,0.305175781,0.00128935,0.046577025,6,1,0,1,2,10,1
1002-Sanibel-Causeway-North.geo.tif_10400100703E5500-visual.tif.geo.tif,Train,N/A,Satellite,MAXAR,Hurricane Ian,1/21/2022,PRE,0.305175781,0.00128935,0.046576844,8,0,0,0,3,11,3
10132018-MexicoBeach.geo.tif_10400100291A5A00.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,3/11/2017,PRE,0.384001757,0.012504013,0.616684837,8,0,0,0,2,10,24
10132018-MexicoBeach.geo.tif_104001004384D900.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,10/12/2018,POST,0.589669364,0.005306655,0.617065399,196,28,29,218,30,503,13
10132018-MexicoBeach.geo.tif_1050010011549F00.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,7/28/2018,PRE,0.465002127,0.00852957,0.616747417,125,21,29,317,10,503,6
10132018-MexicoBeach.geo.tif_105001001292DF00.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,10/13/2018,POST,0.623802853,0.004742327,0.617169114,489,0,0,0,12,509,9
10142018-MexicoBeach.geo.tif_10400100291A5A00.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,3/11/2017,PRE,0.384001757,0.015882216,0.781612357,143,104,57,188,14,507,27
10142018-MexicoBeach.geo.tif_104001004384D900.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,10/12/2018,POST,0.589669364,0.006739278,0.781388227,115,130,63,185,14,507,8
10142018-MexicoBeach.geo.tif_1050010011549F00.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,7/28/2018,PRE,0.465002127,0.010833422,0.781660496,498,1,0,0,10,509,1
10142018-MexicoBeach.geo.tif_105001001292DF00.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Michael,10/13/2018,POST,0.623802853,0.006022587,0.781879738,13,62,32,184,67,358,5
20230830-SteinhatcheeRiver.geo.tif_1040010061205400-visual.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Idalia,12/1/2020,PRE,0.305175781,0.028770787,1.030984819,276,179,63,98,16,633,10
20230830-SteinhatcheeRiver.geo.tif_1040010077338D00-visual.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Idalia,5/12/2022,PRE,0.305175781,0.028771411,1.03577121,616,0,0,0,17,635,15
20230830-SteinhatcheeRiver.geo.tif_105001000C7F2100-visual.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Idalia,10/20/2017,PRE,0.305175781,0.028770087,1.034512563,309,78,48,152,41,628,12
20230831-Jena-SteinhatcheeRiverSouth.geo.tif_1040010061205400-visual.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Idalia,12/1/2020,PRE,0.305175781,0.032153117,1.150062854,617,0,0,0,15,635,14
20230831-Jena-SteinhatcheeRiverSouth.geo.tif_1040010077338D00-visual.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Idalia,5/12/2022,PRE,0.305175781,0.032154374,1.157546704,254,235,42,79,21,635,5
20230831-Jena-SteinhatcheeRiverSouth.geo.tif_105001000C7F2100-visual.tif.geo.tif,Test,N/A,Satellite,MAXAR,Hurricane Idalia,10/20/2017,PRE,0.305175781,0.032154225,1.157545326,278,206,59,74,18,636,9
05-08-2020-MussettBayouFire-01.geo.tif,Test,Pix4d React,sUAS,SenseFly eBee X,Mussett Bayou Fire,5/8/2020,POST,0.0321534,0.728754,0.29205,11,1,0,2,2,16,11
05-08-2020-MussettBayouFire-NorthOf98.geo.tif,Test,Pix4d React,sUAS,DJI Mavic 2,Mussett Bayou Fire,5/8/2020,POST,0.04401284,0.240955,0.180917,20,0,0,0,1,21,21
05-08-2020-MussettBayouFire-SouthOf98-AnchorLakeDr.geo.tif,Test,Pix4d React,sUAS,DJI Phantom 4,Mussett Bayou Fire,5/8/2020,POST,0.02019042,0.467344,0.07385,15,3,1,16,4,39,2
05-08-2020-MussettBayouFire-SouthOf98-DelbertLn.geo.tif,Test,Pix4d React,sUAS,DJI Phantom 4,Mussett Bayou Fire,5/8/2020,POST,0.02001503,0.376353,0.058443,18,2,0,17,0,37,11
05-08-2020-MussettBayouFire-SouthOf98-LakeParkCove.geo.tif,Test,Pix4d React,sUAS,DJI Phantom 4,Mussett Bayou Fire,5/8/2020,POST,0.02042949,0.350723,0.056742,10,1,0,4,1,16,16
0827-A-01.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Laura,8/27/2020,POST,0.04034476,1.30412,0.822828,399,32,16,0,6,453,107
0827-B-02.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Laura,9/3/2017,POST,0.03851076,0.141533,0.081371,10,5,5,0,5,25,12
090302-Pecan-Grove-Levee.geo.tif,Train,Pix4d React,sUAS,DJI Mavic Pro,Hurricane Harvey,9/4/2017,POST,0.01947012,3.758464,0.551468,585,2,1,0,80,668,287
090401-DMS-Assessment-Westpark.geo.tif,Train,Pix4d React,sUAS,DJI Mavic Pro,Hurricane Harvey,9/4/2017,POST,0.01959983,0.202323,0.030084,4,0,0,0,0,4,7
090402-DMS-Assessment-Sienna-Village.geo.tif,Train,Pix4d React,sUAS,DJI Mavic Pro,Hurricane Harvey,9/4/2017,POST,2.12E-02,0.452571,0.078704,16,0,0,0,0,16,2
090403-Lancaster-Canyon-Gate.geo.tif,Train,Agisoft Metashape,sUAS,DJI M600,Hurricane Harvey,9/4/2017,POST,0.03651,0.662011,0.341563,552,96,0,0,0,648,269
1001-Ft-Myers-Beach-Boone.geo.tif,Train,Pix4d React,sUAS,DJI M30T,Hurricane Ian,10/1/2022,POST,0.03498759,3.472437,1.64889,531,288,52,52,8,931,406
1001-Ft-Myers-Beach-DIRT.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/1/2022,POST,0.02999266,2.331837,0.813662,340,277,87,226,14,944,152
1001-Harlem-Heights.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/1/2022,POST,0.04672015,0.388489,0.328928,440,329,156,7,56,988,240
1001-Iona-Point.geo.tif,Train,Pix4d React,sUAS,SenseFly eBee X,Hurricane Ian,10/1/2022,POST,0.0381,1.206549,0.676095,478,194,6,5,26,709,238
1001-Kennedy-Green-Mobile-Homes.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/1/2022,POST,0.03458574,0.780769,0.362265,380,408,197,24,39,1048,177
1001-McGregor-College-Pkwy-South.1.geo.tif,Train,Pix4d React,sUAS,DJI M300,Hurricane Ian,10/1/2022,POST,0.0383888,0.606403,0.346645,253,88,6,2,20,369,129
1001-McGregor-College-Pkwy-South.2.geo.tif,Train,Pix4d React,sUAS,DJI M300,Hurricane Ian,10/1/2022,POST,0.01997849,1.497355,0.231827,193,73,1,1,13,281,125
1001-McGregor-College-Pkwy-South.3.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/1/2022,POST,0.04620379,0.326396,0.270283,184,33,1,0,7,225,49
1001-Palmeto-Palms.geo.tif,Train,Pix4d React,sUAS,"SenseFly eBee X, DJI Mavic 2",Hurricane Ian,10/1/2022,POST,0.0254,1.284458,0.319463,805,501,123,13,40,1482,415
1001-San-Carlos-Island.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/1/2022,POST,0.04092435,0.688292,0.447148,228,222,73,55,7,585,92
1001-Summerlin-San-Carlos.geo.tif,Train,Pix4d React,sUAS,"DJI Mavic 2, DJI M300",Hurricane Ian,10/1/2022,POST,0.04059608,1.657106,1.059053,1189,777,261,5,43,2275,465
1002-Boca-Grande.1.geo.tif,Train,Pix4d React,sUAS,SenseFly eBee X,Hurricane Ian,10/2/2022,POST,0.02494279,4.907342,1.184005,413,252,45,2,10,722,259
1002-Boca-Grande.2.geo.tif,Train,Pix4d React,sUAS,DJI M30T,Hurricane Ian,10/2/2022,POST,0.03797911,0.529044,0.295935,62,36,2,0,0,100,64
1002-Boca-Grande.3.geo.tif,Train,Pix4d React,sUAS,DJI M30T,Hurricane Ian,10/2/2022,POST,0.03795145,0.621121,0.346936,103,48,4,1,2,158,75
1002-Boca-Grande.4.geo.tif,Train,Pix4d React,sUAS,DJI M30T,Hurricane Ian,10/2/2022,POST,0.02474424,2.715481,0.644787,161,73,19,1,0,254,39
1002-Boca-Grande.5.geo.tif,Train,Pix4d React,sUAS,DJI M30T,Hurricane Ian,10/2/2022,POST,0.03876947,1.221464,0.711986,165,69,23,0,2,259,173
1002-Boca-Grande.6.geo.tif,Train,Pix4d React,sUAS,DJI M30T,Hurricane Ian,10/2/2022,POST,0.03911852,0.772041,0.458169,70,45,2,0,2,119,99
1002-Ft-Myers-Beach-LCSO.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/2/2022,POST,0.03348839,1.402129,0.609954,285,262,51,191,16,805,250
1002-Ft-Myers-Beach-TFD.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/2/2022,POST,0.03084663,1.30515,0.481725,362,203,51,148,8,772,242
1002-Kelly-Road.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/2/2022,POST,0.0409004,0.290049,0.188209,134,33,5,1,2,175,82
1002-Palm-Acers.1.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/2/2022,POST,0.0257488,0.787624,0.202554,86,59,14,1,7,167,78
1002-Palm-Acers.2.geo.tif,Train,Pix4d React,sUAS,DJI M300,Hurricane Ian,10/2/2022,POST,0.03422865,0.85231,0.38733,121,65,6,0,2,194,73
1002-Palm-Acers.3.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/2/2022,POST,0.04545927,0.280158,0.22457,22,30,2,0,1,55,28
1002-Palm-Acers.4.geo.tif,Train,Pix4d React,sUAS,DJI Mavic 2,Hurricane Ian,10/2/2022,POST,0.03449714,0.704545,0.325225,405,193,53,4,43,698,146
1002-Sanibel-Causeway-North.geo.tif,Train,Pix4d React,sUAS,Parrot Anafi,Hurricane Ian,10/2/2022,POST,0.03302688,0.109769,0.046443,4,3,0,1,3,11,9
